metric,l1,l2
wall_mediumcross_wall_rate,0.2199999988079071,0.07999999821186066
wall_mediuminit_plan_cross_wall_rate,0.6100000143051147,0.6100000143051147
wall_mediumplanning_error_mean,575.4636840820312,780.8388061523438
wall_mediumplanning_error_mean_rmse,23.98882484436035,27.943492889404297
