metric,l1,l2
wall_mediumcross_wall_rate,0.3700000047683716,0.4000000059604645
wall_mediuminit_plan_cross_wall_rate,0.5400000214576721,0.5899999737739563
wall_mediumplanning_error_mean,430.2220764160156,383.491455078125
wall_mediumplanning_error_mean_rmse,20.74179458618164,19.582937240600586
